1;CS;phpmyadmin;phpmyadmin_p;dokuwiki;dokuwiki p _;opencart;opencart p _;phpbb;phpbb p _;prestashop;prestashop p _;vanilla;vanilla p _;dolibarr;dolibarr p _;roundcubemail;roundcubemail p _;openemr;openemr p _;kanboard;kanboard p _
2;CS; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p
3;server_id ; 0.112087488609059 ; 0 ; 0.277315193411607 ; 0.27 ; 0.473333946723154 ; 0.0133333333333333 ; 0.376649818105276 ; 0.0233333333333333 ; 0.0539481361614792 ; 0.816666666666667 ; 0.0807753983239586 ; 0.11 ; 0.138287966181982 ; 0.0133333333333333 ; 0.125377924914208 ; 0.543333333333333 ; 0.675497891321188 ; 0.0133333333333333 ; 0.07690190471891 ; 0.533333333333333 
4;client_id ; 0.119202891861354 ; 0.00333333333333333 ; 0.499424105066699 ; 0 ; 0.181478394779243 ; 0.463333333333333 ; 0.308069471890459 ; 0.166666666666667 ; 0.0268396223874923 ; 0.94 ; 0.0673387710316925 ; 0.67 ; 0.103081303595806 ; 0.0566666666666667 ; 0.0873898925533875 ; 0.823333333333333 ; 0.512017935008391 ; 0.13 ; 0.189700044669186 ; 0.0133333333333333 
5;client_js_id ; 0.0847384457907918 ; 0.0566666666666667 ; 0.135751527759137 ; 0 ; 0.3647709806435 ; 0.0266666666666667 ; 0.34504557494942 ; 0.0633333333333333 ; 0.0645179211842446 ; 0.503333333333333 ; 0.127393800602805 ; 0.21 ; 0.316176354480768 ; 0 ; 0.102584310508425 ; 0.683333333333333 ; 0.465353757977408 ; 0.06 ; 0.106419702813207 ; 0.16 
6;;;;;;;;;;;;;;;;;;;;;
7;;;;;;;;;;;;;;;;;;;;;
8;CS; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2
9;server_id ; 0.0299157846615624 ; 0.983333333333333 ; 0.158807289046399 ; 0.856666666666667 ; 0.371873889693241 ; 0.173333333333333 ; 0.263842968985273 ; 0.42 ; 0.178760801917476 ; 0.0133333333333333 ; 0.12129455258064 ; 0.25 ; 0.0779510170072838 ; 0.833333333333333 ; 0.185152647844587 ; 0.163333333333333 ; 0.762974902913308 ; 0.00333333333333333 ; 0.133997904460271 ; 0.07 
10;client_id ; 0.0548742326226298 ; 0.823333333333333 ; 0.0893000389362136 ; 0.966666666666667 ; 0.348562529494836 ; 0.14 ; 0.20819655013311 ; 0.66 ; 0.0640595639998729 ; 0.68 ; 0.108605379207536 ; 0.32 ; 0.0644809650388388 ; 0.92 ; 0.135186084184094 ; 0.376666666666667 ; 0.350958659487814 ; 0.396666666666667 ; 0.185822054827818 ; 0.02 
11;client_js_id ; 0.0366716193201483 ; 0.956666666666667 ; 0.0799032475421302 ; 0.78 ; 0.140934156787849 ; 0.736666666666667 ; 0.209588139156246 ; 0.693333333333333 ; 0.122020023598967 ; 0.15 ; 0.169886157518203 ; 0.106666666666667 ; 0.121338018296889 ; 0.563333333333333 ; 0.22476070518615 ; 0.1 ; 0.283326529410757 ; 0.483333333333333 ; 0.0794922886846509 ; 0.46 
