CS; r^2; p; issig
CyclomaticComplexity ; 0.35448293222973 ; 0.000518814785434744 ; *
NPathComplexity ; 0.323075792495732 ; 0.00104930013681959 ; *
ExcessiveMethodLength ; 0.310357370570159 ; 0.00138480323559473 ; *
ExcessiveClassLength ; 0.361825443585368 ; 0.000438193201453344 ; *
ExcessiveParameterList ; 0.120521258044816 ; 0.0601595091876465 ; 
ExcessivePublicCount ; 0.070873286579443 ; 0.155025838032306 ; 
TooManyFields ; 0.211801688936969 ; 0.0104967282300776 ; *
TooManyMethods ; 0.0921975307561121 ; 0.102845001192468 ; 
TooManyPublicMethods ; 0.145002808150329 ; 0.0378933479940649 ; *
ExcessiveClassComplexity ; 0.366558284310812 ; 0.00039264307934231 ; *
NumberOfChildren ; 0.0297239272025527 ; 0.36227904031548 ; 
DepthOfInheritance ; 0 ; 0 ; 
CouplingBetweenObjects ; 0.0273567431126404 ; 0.382406760075244 ; 
DevelopmentCodeFragment ; 0.0876867996955127 ; 0.112090629293088 ; 
UnusedPrivateField ; 0 ; 0 ; 
UnusedLocalVariable ; 0.0559135656093637 ; 0.2083748031333 ; 
UnusedPrivateMethod ; 0 ; 0 ; unique <=2
UnusedFormalParameter ; 0.340174049141841 ; 0.000717638929278016 ; *
embed.JS ; 0.00318690070294018 ; 0.766999763173679 ; 
inline.JS ; 0.0202950001404671 ; 0.452667321742458 ; 
embed.CSS ; 0.350253805120226 ; 0.000571388660831708 ; *
inline.CSS ; 0.0209820370254852 ; 0.445037151269442 ; 
css.in.JS ; 0.17070191819205 ; 0.0232512243032403 ; *
css.in.JS..jquery ; 0.0423597126159652 ; 0.275216909473841 ; 
max.lines ; 0.356631386705077 ; 0.000493885055866617 ; *
max.lines.per.function ; 0.252877293620716 ; 0.00462171229177721 ; *
max.params ; 0.0659466873052093 ; 0.170720842797652 ; 
complexity ; 0.0340740757682641 ; 0.328809429903238 ; 
max.depth ; 0 ; 0 ; unique <=2
max.nested.callbacks ; 0.0397917382557536 ; 0.290588510529092 ; 
