CS; r^2; p; issig
CyclomaticComplexity ; 0.0351088027972239 ; 0.359359160378329 ; 
NPathComplexity ; 0.106280290591226 ; 0.104095065280527 ; 
ExcessiveMethodLength ; 0.319068026543173 ; 0.00264271537006998 ; *
ExcessiveClassLength ; 0.002012416532727 ; 0.827739797849737 ; 
ExcessiveParameterList ; 0.435774769626904 ; 0.000242962849898112 ; *
ExcessivePublicCount ; 0.18766510062468 ; 0.0270564984704025 ; *
TooManyFields ; 1 ;  all cs=1 ; 
TooManyMethods ; 0.170468862222708 ; 0.0360556621545435 ; *
TooManyPublicMethods ; 0.787818690333956 ; 1.49688210712515e-09 ; *
ExcessiveClassComplexity ; 0.29636247306704 ; 0.00403707802649541 ; *
NumberOfChildren ; 0 ; 0 ; unique <=2
DepthOfInheritance ; 0 ; 0 ; 
CouplingBetweenObjects ; 0 ; 0 ; unique <=2
DevelopmentCodeFragment ; 0.506603564979192 ; 4.55273744115252e-05 ; *
UnusedPrivateField ; 0.0360602082649694 ; 0.352810520196821 ; 
UnusedLocalVariable ; 0.144606695809581 ; 0.0553204051428703 ; 
UnusedPrivateMethod ; 0.0137564738155059 ; 0.568259797261297 ; 
UnusedFormalParameter ; 0.0317812898172399 ; 0.383578666719543 ; 
embed.JS ; 0.186988892188165 ; 0.0273650657050571 ; *
inline.JS ; 0.0840996340535761 ; 0.150694292644844 ; 
embed.CSS ; 0.570338716620588 ; 8.22095692472048e-06 ; *
inline.CSS ; 0.0139247264006263 ; 0.565886794960029 ; 
css.in.JS ; 0.231102767913076 ; 0.0129200797372398 ; *
css.in.JS..jquery ; 0.224114217123198 ; 0.0145748183452579 ; *
max.lines ; 0.0789013543530267 ; 0.164524594690026 ; 
max.lines.per.function ; 1.16469010663558e-05 ; 0.986798911743827 ; 
max.params ; 0.125268788128602 ; 0.076082345595231 ; 
complexity ; 0.138633177828073 ; 0.0610459376166104 ; 
max.depth ; 0.147725082244003 ; 0.052546083834502 ; 
max.nested.callbacks ; 0.00284142983111239 ; 0.795928748406737 ; 
