CS; r^2; p; issig
CyclomaticComplexity ; 0.344039804631697 ; 0.000657811600429501 ; *
NPathComplexity ; 0.33173239623992 ; 0.000866582874946397 ; *
ExcessiveMethodLength ; 0.321910732095092 ; 0.00107650129658262 ; *
ExcessiveClassLength ; 0.361557782760266 ; 0.00044091230411268 ; *
ExcessiveParameterList ; 0.137193012008305 ; 0.0439210613569013 ; *
ExcessivePublicCount ; 0.0618764759899679 ; 0.185000979770481 ; 
TooManyFields ; 0.201470479784396 ; 0.0128461862481875 ; *
TooManyMethods ; 0.0831470888478708 ; 0.122275121381925 ; 
TooManyPublicMethods ; 0.135704155682876 ; 0.0451734571244708 ; *
ExcessiveClassComplexity ; 0.368880661949903 ; 0.000371957943950654 ; *
NumberOfChildren ; 0.0243653974703416 ; 0.410109286212456 ; 
DepthOfInheritance ; 0 ; 0 ; 
CouplingBetweenObjects ; 0.0224944625291104 ; 0.428905169837424 ; 
DevelopmentCodeFragment ; 0.0990041821305653 ; 0.0903610653098332 ; 
UnusedPrivateField ; 0 ; 0 ; 
UnusedLocalVariable ; 0.0634912104128267 ; 0.179184198462672 ; 
UnusedPrivateMethod ; 0 ; 0 ; unique <=2
UnusedFormalParameter ; 0.351946096502764 ; 0.000549776111500397 ; *
embed.JS ; 0.00621342664294854 ; 0.678842080428402 ; 
inline.JS ; 0.0279445197964275 ; 0.37727019653791 ; 
embed.CSS ; 0.354169623603493 ; 0.000522547752637451 ; *
inline.CSS ; 0.0278367192767681 ; 0.378205173969812 ; 
css.in.JS ; 0.189351276281968 ; 0.0162501748224692 ; *
css.in.JS..jquery ; 0.0346783568402989 ; 0.324481965346312 ; 
max.lines ; 0.370042734706551 ; 0.00036199652708676 ; *
max.lines.per.function ; 0.247936672131826 ; 0.00510919706502141 ; *
max.params ; 0.056703795651222 ; 0.205094794137924 ; 
complexity ; 0.026691585783399 ; 0.388336023239603 ; 
max.depth ; 0 ; 0 ; unique <=2
max.nested.callbacks ; 0.0327523028197744 ; 0.338536468916462 ; 
