id;version1;version2;date1;date2;count
168;4.7.4;4.7.5;2017-08-24;2017-10-23;39
169;4.7.5;4.7.6;2017-10-23;2017-12-01;25
170;4.7.6;4.7.7;2017-12-01;2017-12-23;8
171;4.7.7;4.7.8;2017-12-23;2018-02-20;31
172;4.7.8;4.8.0;2018-02-20;2018-04-07;30
173;4.8.0;4.8.0.1;2018-04-07;2018-04-19;9
174;4.8.0.1;4.8.1;2018-04-19;2018-05-25;39
175;4.8.1;4.8.2;2018-05-25;2018-06-21;33
176;4.8.2;4.8.3;2018-06-21;2018-08-22;40
177;4.8.3;4.8.4;2018-08-22;2018-12-11;38
178;4.8.4;4.8.5;2018-12-11;2019-01-26;26
180;4.8.5;4.9.0.1;2019-01-26;2019-06-04;94
181;4.9.0.1;4.9.1;2019-06-04;2019-09-21;46
182;4.9.1;next;2019-09-21;2019-11-22;18
