CS; r^2; p; issig
CyclomaticComplexity ; 0.00342414875770472 ; 0.776453163628381 ; 
NPathComplexity ; 0.0219973653350949 ; 0.469629628508775 ; 
ExcessiveMethodLength ; 0.0302750482991868 ; 0.395273233119272 ; 
ExcessiveClassLength ; 0.013087141468922 ; 0.577891818637078 ; 
ExcessiveParameterList ; 0.0144205131267919 ; 0.559001965748202 ; 
ExcessivePublicCount ; 0.00203661021229884 ; 0.826722717413825 ; 
TooManyFields ; 1 ;  all cs=1 ; 
TooManyMethods ; 0.0016576914549385 ; 0.843454599015456 ; 
TooManyPublicMethods ; 0.0147531240534452 ; 0.554470275995671 ; 
ExcessiveClassComplexity ; 0.0149335916716703 ; 0.552039824245619 ; 
NumberOfChildren ; 0 ; 0 ; unique <=2
DepthOfInheritance ; 0 ; 0 ; 
CouplingBetweenObjects ; 0 ; 0 ; unique <=2
DevelopmentCodeFragment ; 0.0268221027851756 ; 0.424036101144583 ; 
UnusedPrivateField ; 0.030586081920912 ; 0.392818435045284 ; 
UnusedLocalVariable ; 0.0187203344665409 ; 0.505095965181439 ; 
UnusedPrivateMethod ; 0.011111694811814 ; 0.60830469829435 ; 
UnusedFormalParameter ; 0.0270711696861196 ; 0.421863090611285 ; 
embed.JS ; 0.0246608582457823 ; 0.443599269521539 ; 
inline.JS ; 0.0315332471831214 ; 0.385471464149842 ; 
embed.CSS ; 0.00256549061493339 ; 0.805895675176823 ; 
inline.CSS ; 0.0289503253961187 ; 0.405971624244739 ; 
css.in.JS ; 0.0244918303687745 ; 0.445185330381409 ; 
css.in.JS..jquery ; 0.0282915218814217 ; 0.411444235264738 ; 
max.lines ; 0.0399206860446872 ; 0.327776895970349 ; 
max.lines.per.function ; 0.00654792604008586 ; 0.694347708646232 ; 
max.params ; 0.0318700084731144 ; 0.382904745879821 ; 
complexity ; 0.0326177013048202 ; 0.377288705814786 ; 
max.depth ; 0.0340191508480848 ; 0.367058449759165 ; 
max.nested.callbacks ; 0.0114204919827158 ; 0.603336881967407 ; 
