CS; r^2; p; issig
CyclomaticComplexity ; 0.0351088027972239 ; 0.359359160378329 ; 
NPathComplexity ; 0.0055814145543538 ; 0.716818285311762 ; 
ExcessiveMethodLength ; 0.0206927441088975 ; 0.483254264820596 ; 
ExcessiveClassLength ; 0.00434504033112119 ; 0.749021811937078 ; 
ExcessiveParameterList ; 0.0151536674848478 ; 0.549102312078192 ; 
ExcessivePublicCount ; 0.0129313586595756 ; 0.580179169419555 ; 
TooManyFields ; 1 ;  all cs=1 ; 
TooManyMethods ; 0.0162737713656236 ; 0.534580013291977 ; 
TooManyPublicMethods ; 0.012197970533421 ; 0.591192097596523 ; 
ExcessiveClassComplexity ; 0.00882896963977841 ; 0.647983006646748 ; 
NumberOfChildren ; 0 ; 0 ; unique <=2
DepthOfInheritance ; 0 ; 0 ; 
CouplingBetweenObjects ; 0 ; 0 ; unique <=2
DevelopmentCodeFragment ; 0.0143929367345876 ; 0.559380777127105 ; 
UnusedPrivateField ; 0.0154214767453679 ; 0.545565937223043 ; 
UnusedLocalVariable ; 0.0116918482276813 ; 0.599040461178109 ; 
UnusedPrivateMethod ; 0.043719441830403 ; 0.305308348789576 ; 
UnusedFormalParameter ; 0.00761513362284053 ; 0.671645327421767 ; 
embed.JS ; 0.0373192448843106 ; 0.34438269266714 ; 
inline.JS ; 0.0187291614324454 ; 0.504994621690335 ; 
embed.CSS ; 0.00677753932683239 ; 0.689292422446847 ; 
inline.CSS ; 0.0262416887139145 ; 0.429163483131355 ; 
css.in.JS ; 0.00527368388337506 ; 0.724428729293396 ; 
css.in.JS..jquery ; 0.00524473741568224 ; 0.725157243492199 ; 
max.lines ; 0.0101509230897765 ; 0.624333092196673 ; 
max.lines.per.function ; 0.0296772054541261 ; 0.400051909502877 ; 
max.params ; 0.0212014483005102 ; 0.477868153730712 ; 
complexity ; 0.0208079035392575 ; 0.482026518789489 ; 
max.depth ; 0.0181801838414799 ; 0.511362935281151 ; 
max.nested.callbacks ; 0.0164231338379278 ; 0.532695271812335 ; 
