CS; r^2; p; issig
CyclomaticComplexity ; 0.344039804631697 ; 0.000657811600429501 ; *
NPathComplexity ; 0.311970408767954 ; 0.00133723820226882 ; *
ExcessiveMethodLength ; 0.299888506389803 ; 0.00173463243779339 ; *
ExcessiveClassLength ; 0.354615494343361 ; 0.000517242923779851 ; *
ExcessiveParameterList ; 0.114187734101041 ; 0.067797970420348 ; 
ExcessivePublicCount ; 0.0694223124272051 ; 0.159478976505029 ; 
TooManyFields ; 0.210945415744964 ; 0.0106745689772293 ; *
TooManyMethods ; 0.0885240315194252 ; 0.110311356110194 ; 
TooManyPublicMethods ; 0.141201536371658 ; 0.0407175026417279 ; *
ExcessiveClassComplexity ; 0.357900649273291 ; 0.000479691633361548 ; *
NumberOfChildren ; 0.0304228038428641 ; 0.356609602088984 ; 
DepthOfInheritance ; 0 ; 0 ; 
CouplingBetweenObjects ; 0.0279743362890235 ; 0.377012147755476 ; 
DevelopmentCodeFragment ; 0.0798159683544762 ; 0.130364410437972 ; 
UnusedPrivateField ; 0 ; 0 ; 
UnusedLocalVariable ; 0.0532037099403306 ; 0.220082369518646 ; 
UnusedPrivateMethod ; 0 ; 0 ; unique <=2
UnusedFormalParameter ; 0.33378415353131 ; 0.0008279117281486 ; *
embed.JS ; 0.00232291961437508 ; 0.800334829746309 ; 
inline.JS ; 0.0185040929817332 ; 0.473529112258999 ; 
embed.CSS ; 0.342818280860389 ; 0.000676188357530755 ; *
inline.CSS ; 0.0192437273565348 ; 0.464735839620767 ; 
css.in.JS ; 0.164855670151976 ; 0.0259955676415873 ; *
css.in.JS..jquery ; 0.0436837976301356 ; 0.267675731202721 ; 
max.lines ; 0.346265215440111 ; 0.000625535768658617 ; *
max.lines.per.function ; 0.249598263468145 ; 0.00494002656960054 ; *
max.params ; 0.0673367572048644 ; 0.166124374506344 ; 
complexity ; 0.0355290995243334 ; 0.318511650442146 ; 
max.depth ; 0 ; 0 ; unique <=2
max.nested.callbacks ; 0.0409797737897295 ; 0.28335066763101 ; 
