1;CS;phpmyadmin;phpmyadmin_p;dokuwiki;dokuwiki p _;opencart;opencart p _;phpbb;phpbb p _;prestashop;prestashop p _;vanilla;vanilla p _;dolibarr;dolibarr p _;roundcubemail;roundcubemail p _;openemr;openemr p _;kanboard;kanboard p _
2;CS; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p
3;server_id ; 0.102375185993086 ; 0 ; 0.151335642187609 ; 0.74 ; 0.316725492732062 ; 0.163333333333333 ; 0.410075530954593 ; 0.0166666666666667 ; 0.113263351197459 ; 0.393333333333333 ; 0.16541580582811 ; 0.0133333333333333 ; 0.0756769449404964 ; 0.333333333333333 ; 0.125377924914208 ; 0.543333333333333 ; 0.163063529299349 ; 0.733333333333333 ; 0.136784625065157 ; 0.09 
4;client_id ; 0.0927750866492024 ; 0.0266666666666667 ; 0.300842363533508 ; 0 ; 0.288316914196497 ; 0.176666666666667 ; 0.291134990352253 ; 0.193333333333333 ; 0.0832499364086115 ; 0.51 ; 0.117752243687042 ; 0.2 ; 0.131863374845717 ; 0.0233333333333333 ; 0.0873898925533875 ; 0.823333333333333 ; 0.510448376782808 ; 0.0433333333333333 ; 0.155402760851109 ; 0.113333333333333 
5;client_js_id ; 0.102037918569341 ; 0.02 ; 0.0735607269501322 ; 0 ; 0.168896496302384 ; 0.523333333333333 ; 0.18018527028059 ; 0.526666666666667 ; 0.0722590919366466 ; 0.486666666666667 ; 0.0925161065611168 ; 0.453333333333333 ; 0.252904491668215 ; 0.00333333333333333 ; 0.102584310508425 ; 0.683333333333333 ; 0.434119201313986 ; 0.04 ; 0.127225993454611 ; 0.0866666666666667 
6;;;;;;;;;;;;;;;;;;;;;
7;;;;;;;;;;;;;;;;;;;;;
8;CS; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2
9;server_id ; 0.0479498654042232 ; 0.656666666666667 ; 0.258510843731025 ; 0.216666666666667 ; 0.441137006176646 ; 0.0533333333333333 ; 0.231477581096524 ; 0.343333333333333 ; 0.1555899282898 ; 0.0466666666666667 ; 0.173660969238436 ; 0.0866666666666667 ; 0.0431606538456794 ; 0.963333333333333 ; 0.185152647844587 ; 0.163333333333333 ; 0.154815950975189 ; 0.703333333333333 ; 0.144334199138866 ; 0.08 
10;client_id ; 0.102748142821888 ; 0.0466666666666667 ; 0.0950135423010422 ; 0.89 ; 0.311278363705444 ; 0.14 ; 0.181337211504401 ; 0.556666666666667 ; 0.0962857533438632 ; 0.29 ; 0.0980295042717325 ; 0.54 ; 0.0680202876641075 ; 0.87 ; 0.135186084184094 ; 0.376666666666667 ; 0.404499942432223 ; 0.06 ; 0.133650758871012 ; 0.163333333333333 
11;client_js_id ; 0.0756057882436854 ; 0.236666666666667 ; 0.0369517580532691 ; 0.91 ; 0.201413379106996 ; 0.513333333333333 ; 0.151630574138068 ; 0.68 ; 0.134531191990759 ; 0.0766666666666667 ; 0.118821785678175 ; 0.363333333333333 ; 0.122177483385742 ; 0.466666666666667 ; 0.22476070518615 ; 0.1 ; 0.664220514620489 ; 0.00333333333333333 ; 0.0915276976712748 ; 0.456666666666667 
