CS; r^2; p; issig
CyclomaticComplexity ; 0.0137394750393638 ; 0.352424929356945 ; 
NPathComplexity ; 0.00182983566110246 ; 0.735107721158096 ; 
ExcessiveMethodLength ; 0.118306853389092 ; 0.00502516066646619 ; *
ExcessiveClassLength ; 0.0107009821312739 ; 0.412201534402252 ; 
ExcessiveParameterList ; 7.00300734811429e-05 ; 0.947250276849209 ; 
ExcessivePublicCount ; 0 ; 0 ; 
TooManyFields ; 0.0337581552336597 ; 0.142901108533019 ; 
TooManyMethods ; 0.187272522143761 ; 0.000317848639253441 ; *
TooManyPublicMethods ; 0.0182434889070035 ; 0.283382156248117 ; 
ExcessiveClassComplexity ; 0.0254133060332636 ; 0.204640633819439 ; 
NumberOfChildren ; 0.0337333320622292 ; 0.143050695282688 ; 
DepthOfInheritance ; 0 ; 0 ; 
CouplingBetweenObjects ; 0.0102738236979593 ; 0.421740422944656 ; 
DevelopmentCodeFragment ; 0 ; 0 ; 
UnusedPrivateField ; 0 ; 0 ; 
UnusedLocalVariable ; 0.082882218244471 ; 0.0200452931396454 ; *
UnusedPrivateMethod ; 0.00589366599992049 ; 0.543300309456465 ; 
UnusedFormalParameter ; 0.0777731549275437 ; 0.0244745189859753 ; *
embed.JS ; 0.00620772213175785 ; 0.532717082409827 ; 
inline.JS ; 0 ; 0 ; 
embed.CSS ; 0.00798308340396388 ; 0.479077016951436 ; 
inline.CSS ; 0.00722876015573222 ; 0.500698737144671 ; 
css.in.JS ; 0.000777696197942884 ; 0.825470730223318 ; 
css.in.JS..jquery ; 0.137938295067195 ; 0.00231923650532284 ; *
max.lines ; 0.0148634735647585 ; 0.333313984779273 ; 
max.lines.per.function ; 0.0166241039655943 ; 0.306017789993094 ; 
max.params ; 0.0179745497945679 ; 0.286992094228661 ; 
complexity ; 0.0146056366171809 ; 0.33757404393795 ; 
max.depth ; 0.0157308175628573 ; 0.319489926723667 ; 
max.nested.callbacks ; 0.0276841105908269 ; 0.185281002450021 ; 
