CS; r^2; p; issig
CyclomaticComplexity ; 0.0263519354035441 ; 0.382937681099756 ; 
NPathComplexity ; 0.0332400132590816 ; 0.326271790881439 ; 
ExcessiveMethodLength ; 0.00719241165639866 ; 0.650112549956647 ; 
ExcessiveClassLength ; 0.000529488353768786 ; 0.902210974364712 ; 
ExcessiveParameterList ; 0.0768897988477827 ; 0.130983711885302 ; 
ExcessivePublicCount ; 0.0164029029937589 ; 0.492324022719887 ; 
TooManyFields ; 0.066504486615363 ; 0.161316263676138 ; 
TooManyMethods ; 0.0419725467739723 ; 0.26890748292822 ; 
TooManyPublicMethods ; 0.0186434741703931 ; 0.463906995228592 ; 
ExcessiveClassComplexity ; 0.0745263554900896 ; 0.137305156011902 ; 
NumberOfChildren ; 0.153954768907682 ; 0.0290171435763602 ; *
DepthOfInheritance ; 0 ; 0 ; 
CouplingBetweenObjects ; 0.0538428079156414 ; 0.209085510944255 ; 
DevelopmentCodeFragment ; 0.0222452930027625 ; 0.423251814999726 ; 
UnusedPrivateField ; 0 ; 0 ; 
UnusedLocalVariable ; 0.123441207946258 ; 0.052611457513689 ; 
UnusedPrivateMethod ; 0 ; 0 ; 
UnusedFormalParameter ; 0.000679092177151343 ; 0.889328847633022 ; 
embed.JS ; 0.139520456174096 ; 0.038469010270576 ; *
inline.JS ; 0.0273637483970608 ; 0.373831367609019 ; 
embed.CSS ; 0.0253180573257726 ; 0.392560573642892 ; 
inline.CSS ; 0.0649771834158813 ; 0.166382760319278 ; 
css.in.JS ; 0.125693270308238 ; 0.0503557223039175 ; 
css.in.JS..jquery ; 0.0123355863057409 ; 0.551963477195509 ; 
max.lines ; 0.0204823055497907 ; 0.442451841281927 ; 
max.lines.per.function ; 0.116057000667302 ; 0.0607418947575506 ; 
max.params ; 0.0566608987018261 ; 0.197227447881259 ; 
complexity ; 0.110728579827402 ; 0.0673831921473807 ; 
max.depth ; 0.0105623971104165 ; 0.582206767685045 ; 
max.nested.callbacks ; 0.0187620765531381 ; 0.462475418094029 ; 
