1;CS;phpmyadmin;phpmyadmin_p;dokuwiki;dokuwiki p _;opencart;opencart p _;phpbb;phpbb p _;prestashop;prestashop p _;vanilla;vanilla p _;dolibarr;dolibarr p _;roundcubemail;roundcubemail p _;openemr;openemr p _;kanboard;kanboard p _
2;CS; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p
3;server_id ; 0.134944811325616 ; 0.946666666666667 ; 0.351585083143445 ; 0.466666666666667 ; 0.182151931808451 ; 0.903333333333333 ; 0.214756990509544 ; 0.95 ; 0.268643716947683 ; 0.616666666666667 ; 0.181771656016915 ; 0.00666666666666667 ; 0.190382043085912 ; 0.656666666666667 ; 0.26775496231022 ; 0.676666666666667 ; 0 ; 0 ; 0.274816348312127 ; 0.55 
4;client_id ; 0.221643274795129 ; 0.793333333333333 ; 0.221663853311013 ; 0 ; 0.182151931808451 ; 0 ; 0.359865280335167 ; 0 ; 0.19560497541758 ; 0.586666666666667 ; 0.249054684936531 ; 0.896666666666667 ; 0.203253127239976 ; 0.52 ; 0.337631072090156 ; 0.513333333333333 ; 0 ; 0.87 ; 0.215520085268252 ; 0.763333333333333 
5;client_js_id ; 0.192107421889873 ; 0.826666666666667 ; 0.0847384069949902 ; 0 ; 0.182151931808451 ; 0 ; 0.265014082096951 ; 0.916666666666667 ; 0.129944530948244 ; 0.933333333333333 ; 0.205893790436091 ; 0.976666666666667 ; 0.155288625020902 ; 0.99 ; 0.359001713509833 ; 0.426666666666667 ; 0 ; 0.783333333333333 ; 0.167811828415401 ; 0.88 
6;;;;;;;;;;;;;;;;;;;;;
7;;;;;;;;;;;;;;;;;;;;;
8;CS; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2
9;server_id ; 0.118617388454287 ; 0.936666666666667 ; 0.209820774045306 ; 0.95 ; 0.397436635663776 ; 0.0933333333333333 ; 0.45296495584467 ; 0.0533333333333333 ; 0.143315755313517 ; 0.98 ; 0.22070029347573 ; 0.72 ; 0.104525591301828 ; 0.983333333333333 ; 0.292473267604497 ; 0.203333333333333 ; 0.317543927070325 ; 0.25 ; 0.217956638057065 ; 0.563333333333333 
10;client_id ; 0.183360034615666 ; 0.64 ; 0.2717606193088 ; 0.633333333333333 ; 0.33109650892283 ; 0.136666666666667 ; 0.315533148611053 ; 0.626666666666667 ; 0.174597156534091 ; 0.813333333333333 ; 0.238615357131731 ; 0.523333333333333 ; 0.204799171230913 ; 0.58 ; 0.247258983341268 ; 0.546666666666667 ; 0.137207221611815 ; 0.686666666666667 ; 0.26866498887202 ; 0.466666666666667 
11;client_js_id ; 0.188480014305294 ; 0.72 ; 0.11165470273126 ; 0.613333333333333 ; 0.239689895292825 ; 0.256666666666667 ; 0.309656646759553 ; 0.66 ; 0.247625998111429 ; 0.12 ; 0.216933010406998 ; 0.896666666666667 ; 0.155245964153202 ; 0.94 ; 0.271108899058689 ; 0.393333333333333 ; 0.312723066917714 ; 0.0566666666666667 ; 0.171111415444576 ; 0.706666666666667 
