CS; r^2; p; issig
CyclomaticComplexity ; 0.062256892569156 ; 0.175842904041192 ; 
NPathComplexity ; 0.0713457831756574 ; 0.146330817234144 ; 
ExcessiveMethodLength ; 0.0375569661645696 ; 0.296201008817755 ; 
ExcessiveClassLength ; 0.00772395860134618 ; 0.638260893002537 ; 
ExcessiveParameterList ; 0.0494541586962474 ; 0.229200215022345 ; 
ExcessivePublicCount ; 0.00389653604374346 ; 0.738684828732439 ; 
TooManyFields ; 0.0202551071662602 ; 0.445020093428668 ; 
TooManyMethods ; 0.00493007440833197 ; 0.707410413061586 ; 
TooManyPublicMethods ; 0.0533506885576684 ; 0.211237793439741 ; 
ExcessiveClassComplexity ; 0.0921188706544277 ; 0.0969444888072623 ; 
NumberOfChildren ; 0.179727996319906 ; 0.0174663125578842 ; *
DepthOfInheritance ; 0 ; 0 ; 
CouplingBetweenObjects ; 0.0543784210710833 ; 0.206771186087341 ; 
DevelopmentCodeFragment ; 0.054777504325944 ; 0.20506561433693 ; 
UnusedPrivateField ; 0 ; 0 ; 
UnusedLocalVariable ; 0.109237495065784 ; 0.0693697389904777 ; 
UnusedPrivateMethod ; 0 ; 0 ; 
UnusedFormalParameter ; 0.0199714806500836 ; 0.448257887752766 ; 
embed.JS ; 0.139520456174096 ; 0.038469010270576 ; *
inline.JS ; 0.0273637483970608 ; 0.373831367609019 ; 
embed.CSS ; 0.0253180573257726 ; 0.392560573642892 ; 
inline.CSS ; 0.0649771834158813 ; 0.166382760319278 ; 
css.in.JS ; 0.125693270308238 ; 0.0503557223039175 ; 
css.in.JS..jquery ; 0.0123355863057409 ; 0.551963477195509 ; 
max.lines ; 0.0204823055497907 ; 0.442451841281927 ; 
max.lines.per.function ; 0.116057000667302 ; 0.0607418947575506 ; 
max.params ; 0.0566608987018261 ; 0.197227447881259 ; 
complexity ; 0.110728579827402 ; 0.0673831921473807 ; 
max.depth ; 0.0105623971104165 ; 0.582206767685045 ; 
max.nested.callbacks ; 0.0187620765531381 ; 0.462475418094029 ; 
