CS; r^2; p; issig
CyclomaticComplexity ; 0.168773453625267 ; 0.0216892836719578 ; *
NPathComplexity ; 0.18262670299577 ; 0.0164898924182957 ; *
ExcessiveMethodLength ; 0.137361681277437 ; 0.04012219026639 ; *
ExcessiveClassLength ; 0.0598233892949675 ; 0.18480877002338 ; 
ExcessiveParameterList ; 0.0465777746299426 ; 0.24359287998129 ; 
ExcessivePublicCount ; 0.0650363252389444 ; 0.16618337380336 ; 
TooManyFields ; 0.00148187922919718 ; 0.837103163075749 ; 
TooManyMethods ; 0.0184894488337249 ; 0.465776458314109 ; 
TooManyPublicMethods ; 0.157039150261054 ; 0.027315560288377 ; *
ExcessiveClassComplexity ; 0.212561714480688 ; 0.00904420771205615 ; *
NumberOfChildren ; 0.194329135371615 ; 0.0130584865683518 ; *
DepthOfInheritance ; 0 ; 0 ; 
CouplingBetweenObjects ; 0.079016416569023 ; 0.125559384051473 ; 
DevelopmentCodeFragment ; 0.110282507828185 ; 0.0679713773809393 ; 
UnusedPrivateField ; 0 ; 0 ; 
UnusedLocalVariable ; 0.139547692452347 ; 0.0384485892164207 ; *
UnusedPrivateMethod ; 0 ; 0 ; 
UnusedFormalParameter ; 0.0571378694388834 ; 0.195296191217535 ; 
embed.JS ; 0.162396056377874 ; 0.0245894952643973 ; *
inline.JS ; 0.0272494393559217 ; 0.374845252668712 ; 
embed.CSS ; 0.0235069264701784 ; 0.410250364325681 ; 
inline.CSS ; 0.0706957055580887 ; 0.148252686788383 ; 
css.in.JS ; 0.137394823666981 ; 0.04009628630652 ; *
css.in.JS..jquery ; 0.00970818174367183 ; 0.597961301976656 ; 
max.lines ; 0.019624586485834 ; 0.45226672204592 ; 
max.lines.per.function ; 0.146706026724751 ; 0.0334362605444677 ; *
max.params ; 0.0610607675245469 ; 0.180188320026019 ; 
complexity ; 0.116286841558839 ; 0.0604707456277147 ; 
max.depth ; 0.00218192001665563 ; 0.802955159092802 ; 
max.nested.callbacks ; 6.18395531614278e-06 ; 0.989407048851638 ; 
