1;CS;phpmyadmin;phpmyadmin_p;dokuwiki;dokuwiki p _;opencart;opencart p _;phpbb;phpbb p _;phppgadmin;phppgadmin p _;mediawiki;mediawiki p _;prestashop;prestashop p _;vanilla;vanilla p _;dolibarr;dolibarr p _;roundcubemail;roundcubemail p _;openemr;openemr p _;kanboard;kanboard p _
2;CS; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p
3;server_id ; 0.150223231937643 ; 0.743333333333333 ; 0.228365076586686 ; 0.67 ; 0.183671782218231 ; 0.953333333333333 ; 0.304737843831944 ; 0.583333333333333 ; 0.368599157895516 ; 0.48 ; 0.204145816007687 ; 0.973333333333333 ; 0.250383030214889 ; 0.72 ; 0.256686279212642 ; 0 ; 0.145786843110407 ; 0.953333333333333 ; 0.273906191500801 ; 0.34 ; 0.219857192448071 ; 0.943333333333333 ; 0.134455837131173 ; 0.903333333333333 
4;client_id ; 0.0905997715939708 ; 1 ; 0.305070459322364 ; 0 ; 0.183671782218231 ; 0 ; 0.219759797761714 ; 0.00333333333333333 ; 0.245220981443153 ; 0.78 ; 0.223317748594507 ; 0 ; 0.211868772107167 ; 0.826666666666667 ; 0.297251539510813 ; 0.703333333333333 ; 0.131450760891705 ; 0.996666666666667 ; 0.254124035663693 ; 0.513333333333333 ; 0.143759582009271 ; 1 ; 0.207739686098895 ; 0.626666666666667 
5;client_js_id ; 0.15097258950129 ; 0.833333333333333 ; 0.318204347595656 ; 0.07 ; 0.183671782218231 ; 0 ; 0.173872854245599 ; 1 ; 0.269847029282561 ; 0.826666666666667 ; 0.21588583124934 ; 0.82 ; 0.139966360206961 ; 0.956666666666667 ; 0.236985373766173 ; 0.893333333333333 ; 0.134889688402056 ; 0.996666666666667 ; 0.125932623329679 ; 0.923333333333333 ; 0.346452243907873 ; 0.773333333333333 ; 0.290821491449764 ; 0.146666666666667 
6;;;;;;;;;;;;;;;;;;;;;;;;;
7;;;;;;;;;;;;;;;;;;;;;;;;;
8;CS; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2
9;server_id ; 0.101244910998962 ; 0.666666666666667 ; 0.121467074880739 ; 0.906666666666667 ; 0.190498254922484 ; 0.743333333333333 ; 0.113263951022451 ; 0.963333333333333 ; 0.124733531795485 ; 0.986666666666667 ; 0.2156620441193 ; 0.71 ; 0.32012687668043 ; 0.306666666666667 ; 0.136935109326983 ; 0.966666666666667 ; 0.199431456472022 ; 0.723333333333333 ; 0.292473267604495 ; 0.25 ; 0.15878397349031 ; 0.966666666666667 ; 0.188221660344474 ; 0.63 
10;client_id ; 0.150079415614907 ; 0.26 ; 0.240873324665062 ; 0.293333333333333 ; 0.397436635663778 ; 0.126666666666667 ; 0.215557807623322 ; 0.516666666666667 ; 0.233412273258169 ; 0.753333333333333 ; 0.135351592920575 ; 0.626666666666667 ; 0.18412593789935 ; 0.91 ; 0.22398705659861 ; 0.533333333333333 ; 0.187800101394116 ; 0.746666666666667 ; 0.37215018184666 ; 0.0966666666666667 ; 0.210625008931036 ; 0.923333333333333 ; 0.21079179698173 ; 0.663333333333333 
11;client_js_id ; 0.157389206957319 ; 0.32 ; 0.249562522506652 ; 0.186666666666667 ; 0.209212892429891 ; 0.593333333333333 ; 0.19898192447373 ; 0.853333333333333 ; 0.218747764997273 ; 0.876666666666667 ; 0.153487707810863 ; 0.73 ; 0.188154852263022 ; 0.766666666666667 ; 0.203520628884088 ; 0.88 ; 0.138002159294602 ; 0.893333333333333 ; 0.297959913464852 ; 0.323333333333333 ; 0.370778395162877 ; 0.49 ; 0.170967113638871 ; 0.593333333333333 
