CS; r^2; p; issig
CyclomaticComplexity ; 0.170764356674899 ; 0.0028573798234269 ; *
NPathComplexity ; 0.182012371615672 ; 0.00200457442300377 ; *
ExcessiveMethodLength ; 0.177487959512554 ; 0.00231261135827845 ; *
ExcessiveClassLength ; 0.143274319452259 ; 0.00671865636709469 ; *
ExcessiveParameterList ; 0.195110874600337 ; 0.00132136273047426 ; *
ExcessivePublicCount ; 0.0128587418159846 ; 0.432989126786577 ; 
TooManyFields ; 0.0623628090455146 ; 0.0802924832777397 ; 
TooManyMethods ; 0.0369838487728326 ; 0.180901754974105 ; 
TooManyPublicMethods ; 0.0440138554269978 ; 0.143664184808995 ; 
ExcessiveClassComplexity ; 0.144541896797638 ; 0.0064609078845843 ; *
NumberOfChildren ; 0.00161201270782701 ; 0.781908022458523 ; 
DepthOfInheritance ; 0 ; 0 ; 
CouplingBetweenObjects ; 0.00164843424457184 ; 0.779519037044477 ; 
DevelopmentCodeFragment ; 0.0699829088452602 ; 0.0633802954622237 ; 
UnusedPrivateField ; 0 ; 0 ; 
UnusedLocalVariable ; 0.124609805354251 ; 0.0119205242957915 ; *
UnusedPrivateMethod ; 0 ; 0 ; unique <=2
UnusedFormalParameter ; 0.0679280008484187 ; 0.0675411408332437 ; 
embed.JS ; 0.167139415684061 ; 0.0032011827498188 ; *
inline.JS ; 0.204651515865692 ; 0.000972558368913513 ; *
embed.CSS ; 0.0990935656422071 ; 0.0259771809025652 ; *
inline.CSS ; 0.0960993285514894 ; 0.0284615284052352 ; *
css.in.JS ; 0.231537438735794 ; 0.000404056010872489 ; *
css.in.JS..jquery ; 1.77330038636807e-05 ; 0.976845734605189 ; 
max.lines ; 0.181739592238776 ; 0.00202195380353906 ; *
max.lines.per.function ; 0.0968757763482218 ; 0.0277952722152082 ; *
max.params ; 0.00152166842762045 ; 0.78796200898186 ; 
complexity ; 0.00511024827479098 ; 0.621779992322946 ; 
max.depth ; 0 ; 0 ; unique <=2
max.nested.callbacks ; 3.91528659854569e-06 ; 0.989119029419955 ; 
